Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score
sha1,2008-08-29 15:49:08.113,2009-06,14079.86,19.86,3.57,21,Low
excel,2008-08-05 16:47:28.873,2009-07,33981.86,12.64,3.74,852,Low
comments,2008-08-07 22:30:25.357,2009-07,43721.26,19.66,10.84,108,Low
texnic-center,2008-08-26 06:24:16.763,2008-08,9691.0,17.0,5.0,1,Low
jakarta-ee,2008-08-06 21:55:24.257,2009-07,13584.15,10.53,3.71,317,Low
file,2008-08-01 17:13:08.933,2009-06,32925.07,31.43,4.64,533,Low
webdav,2008-08-23 17:24:48.760,2009-03,9304.52,6.22,3.22,27,Low
internet-explorer,2008-08-02 12:12:02.363,2009-08,13022.47,8.91,3.75,740,Low
key-events,2008-08-23 17:30:23.020,2008-08,858.0,1.0,1.0,1,Low
translation,2008-08-28 21:51:40.480,2009-06,5989.72,7.18,3.85,39,Low
pointers,2008-08-08 06:17:51.543,2009-03,31708.8,46.45,6.43,214,Low
favorites,2008-08-23 17:54:12.260,2008-08,531.0,2.0,3.0,4,Low
cygwin,2008-08-14 01:43:04.270,2009-02,23833.6,23.79,4.58,99,Low
berkeley-db,2008-08-28 21:57:24.193,2009-06,11723.08,11.0,3.92,12,Low
terminology,2008-08-06 03:35:27.380,2009-05,93710.48,223.79,9.77,82,Low
undefined,2008-08-26 07:25:08.083,2009-05,205098.75,301.5,6.5,16,Low
migration,2008-08-04 21:31:40.390,2009-05,16868.69,15.33,4.25,156,Low
rgb,2008-08-20 06:34:31.640,2009-07,49470.2,29.44,5.52,25,Low
xfdl,2008-08-04 21:42:37.933,2008-08,7918.0,17.0,3.0,1,Low
wifi,2008-08-28 04:38:15.657,2009-01,10049.58,5.16,2.58,19,Low
templates,2008-08-21 15:16:45.963,2009-06,15187.48,16.18,4.06,260,Low
enums,2008-08-10 17:14:10.260,2009-03,57733.4,72.69,6.32,172,Low
ms-access,2008-08-08 12:30:48.633,2009-07,11395.59,3.61,3.48,699,Low
static-binding,2008-08-14 02:10:53.873,2008-08,121655.0,107.0,8.0,1,Low
optimization,2008-08-05 12:00:28.733,2009-07,19082.65,25.53,6.22,493,Low
pdb-files,2008-08-26 12:58:31.073,2008-10,16798.65,23.24,3.06,17,Low
pypy,2008-08-26 08:40:28.853,2008-08,1983.67,15.0,4.33,3,Low
simulator,2008-08-26 08:40:39.803,2009-08,18144.4,13.5,4.5,10,Low
command,2008-08-12 04:18:30.853,2009-07,152774.11,178.56,6.22,73,Low
audio,2008-08-09 22:19:59.580,2009-07,11650.14,8.29,3.65,238,Low
stax,2008-08-14 02:22:37.920,2008-08,14988.25,8.25,2.25,4,Low
diff,2008-08-28 06:33:37.863,2009-05,15418.71,19.51,4.56,119,Low
windows-services,2008-08-11 17:37:27.310,2009-07,29237.19,16.32,4.23,232,Low
aptana,2008-08-01 13:56:33.837,2009-07,18669.38,18.08,3.0,24,Low
air,2008-08-01 13:57:07.033,2009-07,2735.25,2.36,2.33,210,Low
ado.net,2008-08-07 00:25:03.457,2009-06,12531.48,7.75,3.32,349,Low
backup,2008-08-06 15:53:51.647,2009-07,14445.72,9.02,4.18,120,Low
web-farm,2008-08-20 16:21:05.613,2008-10,2859.17,3.33,3.0,18,Low
podcast,2008-08-04 22:17:08.503,2009-06,15452.27,41.6,10.53,15,Low
compiled,2008-08-28 22:03:58.093,2008-08,4696.75,10.0,7.75,4,Low
project-hosting,2008-08-28 22:05:04.083,2008-08,1671.0,4.0,10.0,1,Low
tivo,2008-08-20 16:32:15.383,2008-08,2157.0,3.0,8.0,1,Low
recursion,2008-08-06 02:29:51.210,2009-08,22043.86,22.53,6.29,126,Low
checked-exceptions,2008-08-26 08:45:56.437,2008-08,51184.0,211.75,14.5,4,Low
equals,2008-08-26 08:50:26.223,2009-05,83783.11,97.78,8.38,37,Low
xss,2008-08-28 22:14:16.650,2008-10,21716.34,29.45,4.58,74,Low
cron,2008-08-06 07:16:16.373,2009-05,29334.87,27.03,4.82,79,Low
frameworks,2008-08-06 07:57:50.017,2009-05,9507.37,16.36,5.35,241,Low
icons,2008-08-11 22:20:04.697,2009-08,21247.45,12.99,3.83,99,Low
break,2008-08-08 21:49:01.127,2009-08,220063.0,184.85,9.08,13,Low
continue,2008-08-08 21:49:01.127,2009-03,278057.71,220.43,10.14,7,Low
readability,2008-08-14 14:23:11.237,2008-09,21194.4,25.32,9.4,25,Low
n2,2008-08-15 14:29:20.887,2009-03,1446.25,2.5,2.25,4,Low
jmx,2008-08-26 09:03:21.077,2009-08,14735.89,11.14,4.09,35,Low
sms,2008-08-26 09:04:19.357,2009-07,7753.21,5.47,3.25,57,Low
datatipfunction,2008-08-28 22:54:37.690,2008-08,1788.0,1.0,2.0,1,Low
sharepoint-designer,2008-09-02 12:35:58.933,2009-03,5504.28,1.41,2.44,32,Low
url,2008-08-16 16:24:58.827,2009-07,40706.16,37.86,4.74,309,Low
statistics,2008-08-04 22:56:45.540,2009-07,17787.36,12.9,4.47,113,Low
struts2,2008-09-02 12:40:47.520,2009-05,7417.48,1.92,2.37,86,Low
charts,2008-08-15 14:32:52.003,2009-08,9813.23,6.91,3.71,118,Low
paradox,2008-08-26 16:38:05.570,2008-08,6382.25,2.12,2.88,8,Low
trace,2008-08-26 09:22:40.047,2009-07,7245.72,6.85,3.45,71,Low
fopen,2008-08-15 14:59:11.653,2009-07,6436.5,6.2,3.2,10,Low
vbscript,2008-08-05 14:07:58.913,2009-05,17327.12,4.74,2.81,296,Low
program-entry-point,2008-08-15 15:08:48.560,2009-03,380254.64,640.07,11.14,14,Low
bootstrapping,2008-08-17 06:46:11.210,2009-02,25195.35,55.25,5.6,20,Low
teamcity,2008-08-06 07:41:11.937,2009-04,4490.73,6.58,3.02,59,Low
localization,2008-08-04 00:08:51.010,2009-03,19152.86,17.06,3.88,193,Low
dvcs,2008-08-05 18:29:14.283,2009-05,30623.93,58.44,6.09,57,Low
controller,2008-09-04 05:02:36.510,2009-04,22888.32,20.01,2.96,77,Low
html-parsing,2008-08-05 00:35:17.493,2009-03,16881.25,23.44,4.75,16,Low
boolean-logic,2008-08-20 17:37:16.943,2009-06,6154.14,13.0,4.0,7,Low
set,2008-08-13 23:03:42.253,2009-06,39125.71,31.48,5.49,63,Low
artifacts,2008-09-04 22:39:52.790,2008-09,7717.67,6.0,3.67,3,Low
casting,2008-08-26 13:20:55.357,2009-07,67552.66,95.08,5.33,191,Low
symlink,2008-08-21 19:00:52.053,2009-04,74899.36,137.48,3.56,25,Low
macros,2008-08-05 07:32:54.437,2009-07,10357.77,15.66,4.51,100,Low
refactoring,2008-08-18 18:37:12.913,2009-07,6487.54,13.69,5.99,288,Low
3d,2008-08-04 06:51:20.323,2009-06,8472.47,7.27,3.91,139,Low
viewport3d,2008-09-02 13:08:22.337,2008-09,2197.5,3.5,3.0,2,Low
reporting-services,2008-08-07 20:24:34.003,2009-06,11111.48,4.32,2.62,492,Low
function,2008-08-18 18:40:34.403,2009-06,23541.54,23.29,4.61,276,Low
visual-c++,2008-08-01 14:36:18.640,2009-07,11215.43,7.98,3.4,538,Low
timer,2008-08-01 14:36:18.640,2008-10,20303.23,19.3,4.47,96,Low
mercurial,2008-08-15 22:29:44.770,2009-05,15415.98,34.69,4.32,121,Low
hgignore,2008-08-21 07:26:27.030,2008-08,37271.0,69.5,3.75,4,Low
ms-word,2008-08-13 22:07:45.173,2009-06,22520.27,18.82,3.39,197,Low
projects,2008-08-14 18:11:31.400,2009-03,3653.23,6.37,4.37,30,Low
matlab,2008-08-07 18:47:58.487,2009-06,17462.05,11.43,3.81,206,Low
xpc-target,2008-09-04 05:21:46.777,2008-09,1072.5,1.5,3.0,2,Low
rsync,2008-08-11 17:43:50.277,2009-03,19728.61,26.09,4.13,23,Low
vb6,2008-08-04 01:22:49.830,2009-07,8510.9,4.88,3.45,453,Low
cuda,2008-08-26 14:14:10.893,2008-09,13295.32,14.32,4.68,19,Low
sorting,2008-08-02 00:40:58.200,2009-06,55774.27,61.03,5.5,338,Low
internationalization,2008-08-16 16:42:50.070,2009-07,10227.02,9.97,3.57,178,Low
extensibility,2008-08-17 21:21:07.670,2009-06,3151.52,4.33,2.55,33,Low
locking,2008-08-12 06:19:38.550,2008-10,21020.53,32.02,4.46,146,Low
semaphore,2008-08-29 15:58:15.957,2008-11,49458.04,66.35,5.54,26,Low
virtualization,2008-08-13 13:00:23.063,2008-09,12520.92,8.85,5.38,79,Low
mutex,2008-08-29 15:59:25.437,2009-06,31893.58,56.7,4.9,40,Low
signal-processing,2008-08-06 09:51:06.153,2009-07,16895.92,13.83,3.92,36,Low
user-controls,2008-08-05 20:05:22.077,2009-06,8555.27,6.04,2.72,289,Low
openid,2008-08-07 12:51:38.910,2009-07,3002.57,7.63,3.53,123,Low
database-connection,2008-08-26 16:53:53.567,2009-07,22806.05,10.34,3.73,64,Low
properties,2008-08-07 00:12:55.663,2009-07,51227.98,80.09,5.33,245,Low
java-web-start,2008-08-07 12:26:50.707,2009-05,4817.19,4.87,3.29,31,Low
ssl,2008-08-06 14:14:29.383,2009-04,30025.78,23.0,3.46,262,Low
postgresql,2008-08-03 17:44:07.450,2009-07,40093.74,33.03,4.08,379,Low
api-design,2008-08-27 01:38:54.397,2008-09,5968.17,22.25,6.75,12,Low
iptc,2008-08-23 18:24:21.643,2008-08,3086.0,2.0,1.0,1,Low
vb6-migration,2008-09-02 13:44:13.997,2009-08,5192.33,3.53,4.67,15,Low
memory-dump,2008-08-26 10:56:37.717,2008-09,5393.83,7.17,2.33,6,Low
mongrel,2008-08-26 10:59:50.517,2008-10,2997.0,3.69,3.38,26,Low
haskell,2008-08-05 14:16:02.720,2009-05,10390.91,34.5,4.58,226,Low
functional-programming,2008-08-07 13:54:03.137,2009-07,17135.23,54.76,6.17,205,Low
gps,2008-08-28 23:29:57.607,2009-07,20351.23,12.12,5.02,43,Low
integration,2008-08-06 16:10:44.313,2009-07,7503.74,6.28,3.61,72,Low
hashmap,2008-08-27 01:32:15.177,2009-06,196297.65,207.08,6.58,48,Low
graph,2008-08-26 12:04:15.633,2009-07,18344.82,16.14,4.62,80,Low
xml,2008-08-01 15:50:08.537,2009-07,14742.47,11.09,3.28,1974,Low
junit,2008-08-09 06:31:25.283,2009-07,53166.28,68.89,5.46,140,Low
gis,2008-08-27 19:24:18.203,2009-07,11729.89,10.43,4.11,63,Low
proj4js,2008-09-03 15:29:24.360,2008-09,26210.0,14.5,6.5,4,Low
sql-insert,2008-09-02 13:56:19.413,2008-09,458292.5,247.5,9.5,2,Low
transactions,2008-08-22 01:35:33.773,2009-06,12169.91,11.94,3.09,201,Low
wsdl,2008-08-08 02:42:48.887,2009-05,27839.52,23.74,3.26,136,Low
mod-rewrite,2008-08-06 08:15:28.233,2009-07,9704.81,7.8,2.89,244,Low
mysql-error-1005,2008-08-29 16:12:31.273,2008-08,12701.2,9.0,2.8,5,Low
css-float,2008-08-29 16:13:11.880,2008-11,32801.63,14.88,5.06,52,Low
hash,2008-08-21 17:39:03.390,2009-07,26894.33,34.22,5.66,231,Low
radio-button,2008-08-08 22:33:19.960,2009-07,69663.04,67.52,3.9,50,Low
seam,2008-08-27 14:30:29.987,2009-06,5967.35,3.26,2.86,43,Low
coldfusion,2008-08-05 11:15:16.953,2009-06,3900.79,4.14,3.47,222,Low
dependency-injection,2008-08-21 21:56:23.210,2009-05,18654.69,38.56,4.01,179,Low
ide,2008-08-05 19:39:19.710,2008-09,20144.98,20.24,6.4,330,Low
google-sheets,2008-08-26 11:21:52.553,2009-03,25385.25,9.75,4.5,8,Low
pivot,2008-08-23 18:36:33.953,2009-06,13092.68,8.05,3.24,37,Low
memory-leaks,2008-08-01 15:12:34.837,2009-08,14988.45,15.8,5.34,174,Low
python-3.x,2008-08-29 16:20:43.467,2009-06,159927.0,133.57,5.08,40,Low
libraries,2008-08-29 16:20:43.467,2008-09,100606.29,198.57,9.43,7,Low
2d-games,2008-08-29 16:20:43.467,2008-08,6154.0,13.0,7.0,1,Low
tomcat,2008-08-20 19:16:20.810,2009-07,18663.14,10.2,3.41,320,Low
email,2008-08-02 08:19:18.260,2009-07,16561.47,13.18,3.99,481,Low
design-patterns,2008-08-05 10:06:33.020,2009-06,16092.35,37.77,5.31,719,Low
dispose,2008-08-15 15:26:41.987,2009-07,16936.79,21.55,4.91,53,Low
visual-sourcesafe-plugin,2008-08-15 15:27:16.700,2008-08,1499.0,2.5,2.5,2,Low
command-line,2008-08-13 17:06:04.127,2009-06,53077.53,40.65,5.04,340,Low
case-tools,2008-08-17 07:08:41.383,2008-08,4072.5,2.0,4.0,2,Low
build-automation,2008-08-08 15:44:25.823,2008-09,20714.03,29.98,4.31,156,Low
profiling,2008-08-06 20:14:57.173,2009-07,30792.15,47.64,5.32,146,Low
spring-aop,2008-09-02 14:19:23.040,2008-09,41467.5,60.62,3.12,8,Low
pdo,2008-08-17 09:47:22.610,2009-06,31595.43,40.22,4.03,65,Low
database-abstraction,2008-08-17 09:47:22.610,2008-08,75705.5,171.0,7.0,2,Low
moniker,2008-08-07 12:31:42.413,2008-08,28496.67,40.67,6.33,3,Low
monads,2008-08-05 14:16:02.720,2009-07,33142.69,156.62,7.15,13,Low
content-management-system,2008-08-13 14:22:20.947,2009-07,5404.74,4.56,4.23,132,Low
ecm,2008-08-21 07:29:46.990,2008-08,1175.0,0.0,13.0,1,Low
graphics,2008-08-13 23:31:32.697,2009-07,10886.3,8.49,3.63,296,Low
directdraw,2008-08-21 07:33:10.867,2008-08,4356.25,2.5,2.75,4,Low
bit,2008-09-02 14:28:40.600,2009-06,13645.55,10.9,5.15,20,Low
rpc,2008-08-14 04:35:16.810,2009-04,6423.25,5.98,2.95,40,Low
xul,2008-08-30 17:05:14.710,2009-04,2703.94,3.27,2.59,49,Low
ubiquity,2008-08-27 20:25:07.623,2008-08,2073.0,1.4,3.2,5,Low
branch,2008-08-01 14:41:24.277,2009-08,25141.33,38.7,4.33,86,Low
memory-management,2008-09-02 14:32:42.977,2009-07,19619.37,19.54,4.69,351,Low
text,2008-08-04 00:17:34.690,2009-07,30762.52,20.94,4.49,240,Low
noscript,2008-08-27 14:44:02.373,2009-02,11228.3,23.8,4.0,10,Low
rubygems,2008-08-07 05:21:16.807,2009-06,8843.88,9.68,3.41,90,Low
perforce,2008-08-12 21:44:32.070,2008-10,13417.62,16.17,4.31,65,Low
tesseract,2008-08-27 14:46:28.043,2008-08,37260.33,24.0,6.0,3,Low
passwords,2008-08-03 11:50:33.137,2009-07,43760.04,43.49,5.55,155,Low
hex,2008-08-01 15:23:05.190,2009-03,113188.69,74.55,7.11,71,Low
event-handling,2008-08-19 16:03:46.187,2009-07,16870.1,31.39,3.34,182,Low
tfs-migration,2008-09-02 15:00:15.420,2008-09,3024.6,5.4,2.6,5,Low
windows-shell,2008-08-13 00:35:50.977,2009-01,7711.82,5.65,4.12,17,Low
authorization,2008-08-14 08:38:24.760,2009-07,10446.57,11.08,2.81,74,Low
azman,2008-08-14 08:38:24.760,2009-02,1641.9,5.5,2.2,10,Low
vista64,2008-09-02 15:06:17.467,2008-10,2862.75,2.67,3.42,24,Low
filtering,2008-08-25 15:11:10.093,2009-06,21994.29,14.47,3.24,34,Low
google-chrome,2008-09-02 15:12:55.033,2008-09,16852.93,15.65,4.21,82,Low
connection,2008-08-14 09:09:52.607,2009-04,21588.17,13.94,3.79,86,Low
privacy,2008-09-02 15:18:05.300,2009-06,13661.09,22.77,5.36,22,Low
ios,2008-08-02 10:47:08.460,2009-06,72306.62,109.59,8.87,495,Low
cocoa-touch,2008-08-14 09:51:06.207,2009-02,16823.71,20.94,3.99,942,Low
actionscript-3,2008-08-05 16:09:12.570,2009-06,5253.01,2.98,2.9,763,Low
drag-and-drop,2008-08-14 10:32:52.610,2009-05,9121.31,7.52,2.62,135,Low
where-clause,2008-09-02 15:22:57.007,2008-12,69381.84,50.56,4.78,32,Low
oledb,2008-08-03 15:07:10.073,2009-07,8993.48,4.21,2.66,87,Low
blender,2008-08-28 08:12:42.507,2009-07,2005.4,1.8,2.6,5,Low
log4j,2008-08-27 04:18:10.347,2009-08,34675.16,25.75,4.26,92,Low
schema,2008-08-07 17:18:37.170,2009-05,13772.1,11.65,3.84,143,Low
marshalling,2008-08-28 08:38:04.660,2009-07,15754.92,27.27,3.02,49,Low
activex,2008-08-28 08:50:20.933,2009-03,9904.68,3.25,2.56,128,Low
sql-server-2008,2008-08-12 21:47:45.277,2009-07,47859.22,23.17,3.58,342,Low
odbc,2008-08-03 14:03:28.830,2009-07,10974.99,4.94,2.81,142,Low
html-lists,2008-08-14 10:42:32.013,2009-05,46859.47,26.23,5.23,30,Low
versioning,2008-08-03 11:12:52.463,2008-09,25537.87,31.95,5.6,85,Low
e4x,2008-08-14 12:27:00.003,2009-05,4026.05,1.4,2.6,20,Low
ikvm,2008-08-14 13:16:37.580,2008-08,1232.0,8.0,2.25,4,Low
heap-memory,2008-08-14 13:19:08.073,2009-08,64417.79,185.9,6.35,62,Low
upload,2008-08-06 16:13:02.250,2009-05,15133.57,7.76,3.5,143,Low
dependencies,2008-08-12 19:35:44.590,2008-10,22074.77,26.71,4.68,128,Low
build,2008-08-06 09:49:27.467,2009-07,24707.09,25.2,3.85,184,Low
language-features,2008-08-17 11:12:51.813,2009-06,30116.44,46.71,8.0,62,Low
moss,2008-08-07 23:53:55.717,2009-08,4127.61,2.14,2.75,148,Low
conditional-statements,2008-08-28 18:01:42.763,2009-07,45973.04,41.75,5.01,85,Low
code-generation,2008-08-23 12:41:43.433,2009-07,19075.44,21.93,5.27,134,Low
.net-attributes,2008-08-21 07:49:56.083,2008-08,66277.5,345.75,13.25,4,Low
globalization,2008-08-01 19:23:13.117,2009-07,22560.12,24.05,3.95,43,Low
velocity,2008-08-23 18:59:43.647,2009-01,10726.41,9.72,3.17,29,Low
model-view-controller,2008-08-21 14:02:56.467,2009-07,7662.26,11.97,3.34,344,Low
passive-view,2008-08-23 19:01:06.890,2009-06,3384.8,11.0,6.4,5,Low
csv,2008-08-01 16:08:52.353,2009-07,61119.36,35.73,5.4,184,Low
coding-style,2008-08-13 03:17:52.037,2008-10,13142.92,20.78,8.94,292,Low
visual-studio-2005,2008-08-12 01:22:38.197,2009-05,8452.5,6.96,3.59,430,Low
terracotta,2008-08-27 15:21:31.830,2009-04,3458.67,8.67,3.83,12,Low
apache-axis,2008-08-19 15:54:59.153,2009-07,8942.53,8.22,2.5,32,Low
wse,2008-08-19 15:54:59.153,2009-01,2210.08,4.08,1.92,13,Low
collections,2008-08-12 13:12:50.887,2009-07,71535.75,76.78,6.0,289,Low
lucene,2008-08-12 05:51:01.947,2009-06,5325.92,7.63,2.73,172,Low
inheritance,2008-08-08 10:41:00.950,2009-07,26009.47,37.35,4.5,289,Low
xslt,2008-08-07 21:53:58.440,2009-07,13680.02,8.28,2.89,445,Low
singleton,2008-08-07 13:00:07.690,2009-07,35458.91,53.0,6.0,115,Low
human-readable,2008-08-17 12:24:21.840,2008-08,52864.0,94.4,13.0,5,Low
playstation-portable,2008-08-17 12:50:15.000,2008-08,12791.67,6.33,5.67,3,Low
powerpoint,2008-09-02 15:50:10.433,2009-06,19777.0,8.58,3.53,38,Low
mouse,2008-08-05 02:51:37.420,2009-05,16615.02,15.01,4.11,82,Low
image-processing,2008-08-05 03:04:43.683,2009-06,13953.04,14.04,4.26,141,Low
anchor,2008-08-05 04:05:53.230,2009-08,63947.11,48.89,5.02,46,Low
import,2008-08-05 04:43:22.187,2009-07,53572.46,64.92,4.35,129,Low
openid2,2008-08-29 16:21:47.600,2008-08,1779.5,6.5,3.0,2,Low
console,2008-08-18 14:48:27.213,2009-07,43620.32,37.81,5.73,165,Low
j#,2008-09-04 07:33:25.387,2008-09,70274.29,97.71,6.0,7,Low
swig,2008-08-14 13:59:21.533,2009-05,3830.72,7.45,2.28,29,Low
vmware,2008-08-07 13:05:38.040,2008-09,11296.98,7.36,4.49,86,Low
obfuscation,2008-08-05 16:20:37.773,2009-05,29237.54,35.0,6.53,57,Low
sqlite,2008-08-01 22:34:42.853,2009-04,23329.95,23.39,3.69,355,Low
awk,2008-08-08 23:46:31.357,2009-03,13466.56,12.67,5.06,54,Low
fuzzy-search,2008-09-03 15:49:20.880,2008-09,44487.0,32.0,6.22,9,Low
urllib,2008-08-22 15:34:13.760,2009-04,158642.55,117.27,5.73,11,Low
tortoisecvs,2008-08-22 15:41:08.157,2009-02,8578.5,4.5,4.25,8,Low
destructor,2008-08-21 22:02:58.310,2009-03,48686.97,60.95,5.59,37,Low
mappath,2008-08-06 08:34:13.983,2008-08,32153.0,33.0,4.0,2,Low
fogbugz,2008-08-06 08:47:45.423,2008-08,4946.51,8.89,3.09,35,Low
windows-mobile,2008-08-09 20:22:19.490,2009-05,3294.85,2.23,2.5,335,Low
batch-processing,2008-08-21 22:36:15.750,2009-04,4574.33,4.33,3.47,15,Low
groovy,2008-08-20 18:37:51.370,2009-08,14944.17,12.93,3.36,176,Low
robotics,2008-08-17 15:39:57.560,2008-10,5974.0,11.67,7.33,9,Low
graphical-language,2008-08-17 15:39:57.560,2008-08,9859.0,35.0,25.0,1,Low
zend-framework,2008-08-17 16:06:03.827,2009-08,5567.38,4.62,2.91,282,Low
wordpress,2008-08-17 16:35:15.920,2009-08,8222.07,6.36,3.19,199,Low
objective-c,2008-08-12 15:31:40.200,2009-07,15093.82,20.06,3.51,1887,Low
types,2008-08-03 16:29:03.607,2009-07,38908.83,38.12,4.56,241,Low
join,2008-09-01 01:00:24.467,2009-07,32270.93,30.47,4.27,210,Low
scheme,2008-08-09 01:18:37.943,2009-06,6520.74,13.82,4.97,105,Low
asp-classic,2008-08-03 20:11:26.043,2009-07,8129.2,3.32,3.34,348,Low
shutdown,2008-08-25 04:01:40.920,2009-08,118062.71,40.79,3.88,24,Low
navigation,2008-08-25 04:04:48.977,2009-07,29882.17,22.39,3.2,76,Low
dependency-management,2008-08-22 15:44:28.603,2009-02,5000.71,6.29,3.71,7,Low
mocking,2008-08-07 21:17:56.813,2009-07,14153.64,20.51,3.98,180,Low
parameters,2008-08-05 08:56:01.023,2009-07,48824.89,53.39,5.31,214,Low
post-commit,2008-08-11 16:27:55.703,2009-07,12449.17,7.83,4.0,12,Low
internet-explorer-6,2008-08-08 03:38:57.747,2009-07,7331.85,6.21,4.12,164,Low
data-binding,2008-08-02 16:09:56.780,2009-07,12131.7,7.71,2.81,481,Low
http,2008-08-02 12:56:58.590,2009-06,41293.22,60.33,4.2,559,Low
directshow,2008-08-26 12:02:08.400,2008-12,2383.12,1.85,2.04,26,Low
rdbms,2008-08-14 20:50:11.847,2009-06,13208.25,14.78,4.79,77,Low
django,2008-08-21 19:41:57.870,2009-07,12503.46,15.37,3.26,1107,Low
sleep,2008-08-21 23:17:41.687,2009-07,156264.86,131.78,4.56,36,Low
tags,2008-08-21 19:18:05.773,2009-03,16937.9,24.84,3.68,100,Low
image,2008-08-02 17:01:58.500,2009-07,25665.0,17.02,4.09,576,Low
ssis,2008-08-21 17:21:21.123,2009-07,11719.07,4.05,2.71,243,Low
sourceforge,2008-08-19 01:44:28.027,2008-08,2158.71,2.57,3.29,7,Low
restore,2008-08-19 16:13:31.813,2009-07,77466.06,46.86,5.66,35,Low
lambda,2008-08-19 16:20:37.650,2009-04,28137.63,45.61,4.54,201,Low
computer-science,2008-08-19 16:20:37.650,2009-06,46278.57,124.01,11.34,90,Low
theory,2008-08-06 17:38:35.383,2009-07,33351.48,57.59,8.53,83,Low
visitors,2008-08-28 09:40:19.020,2008-08,8301.0,9.0,5.0,1,Low
cluster-computing,2008-08-07 14:39:25.243,2009-04,9090.21,8.08,3.15,52,Low
session-replication,2008-08-15 15:45:21.217,2008-08,1351.0,6.0,4.0,1,Low
runtime-error,2008-09-05 16:10:14.087,2009-02,13018.36,4.0,2.82,11,Low
nullable,2008-09-05 00:22:54.630,2009-07,27045.42,37.49,5.38,53,Low
unsigned,2008-08-14 14:14:03.940,2009-08,83175.89,77.22,6.39,18,Low
mobile-website,2008-08-14 14:30:17.277,2009-07,10316.69,3.31,2.62,13,Low
endianness,2008-08-21 23:42:44.060,2009-06,22279.65,25.96,6.3,23,Low
hostmonster,2008-08-21 23:51:10.313,2008-08,2263.0,4.5,3.0,2,Low
amazon-web-services,2008-08-27 15:31:27.517,2009-06,12092.76,16.22,3.37,54,Low
user-experience,2008-08-27 15:36:15.570,2008-11,11555.88,21.71,7.58,24,Low
limit,2008-08-27 15:40:54.840,2009-07,30853.4,25.57,4.53,30,Low
user-management,2008-08-22 00:29:05.837,2009-04,6910.29,3.43,4.0,7,Low
compare,2008-08-22 16:26:31.170,2008-10,37215.29,16.62,4.92,52,Low
w3c,2008-08-11 16:46:28.567,2009-07,9388.17,11.04,4.65,23,Low
utf-8,2008-08-22 16:09:50.070,2009-06,39726.01,34.72,4.55,173,Low
ms-office,2008-08-16 00:08:23.637,2009-07,8111.05,3.67,2.64,138,Low
idisposable,2008-09-05 00:25:21.287,2009-06,11977.69,29.87,4.62,45,Low
math,2008-08-03 18:14:24.267,2009-07,19158.74,27.44,6.03,450,Low
maintainability,2008-08-06 03:34:01.517,2008-08,3293.0,12.36,7.55,11,Low
zsh,2008-09-04 08:04:37.493,2009-04,16063.27,38.35,3.15,26,Low
referential-integrity,2008-08-21 09:12:00.083,2009-08,9377.75,10.25,4.5,8,Low
bdd,2008-08-05 12:50:15.543,2009-05,7407.43,20.26,4.52,23,Low
legacy,2008-08-10 18:49:53.920,2008-09,3533.6,8.92,5.12,48,Low
data-manipulation,2008-08-12 22:21:30.263,2008-08,111558.0,67.5,5.5,2,Low
permissions,2008-08-09 02:03:52.033,2009-02,11216.86,12.65,3.06,174,Low
dynamic-sql,2008-08-07 04:41:37.713,2009-06,37693.22,15.96,4.52,27,Low
opengl,2008-08-18 03:34:30.723,2009-07,7902.34,6.79,2.89,336,Low
multisampling,2008-08-22 01:16:26.817,2008-08,6747.5,6.5,1.5,2,Low
bcp,2008-08-01 16:22:42.420,2009-07,32315.43,13.0,3.71,14,Low
xsd,2008-08-01 16:33:38.183,2009-06,13609.34,10.02,2.63,225,Low
dev-c++,2008-08-06 09:51:06.153,2009-05,19646.67,6.0,2.33,6,Low
list,2008-08-23 19:17:34.353,2009-07,71572.58,65.45,5.23,337,Low
profanity,2008-08-23 19:17:34.353,2008-08,54178.5,28.0,6.5,2,Low
grammar,2008-08-23 19:18:48.050,2009-06,5758.1,14.27,4.53,30,Low
bitwise-operators,2008-08-23 19:52:39.933,2009-03,49319.17,57.0,6.25,12,Low
lwp,2008-08-23 19:54:09.650,2008-08,6720.83,7.17,2.83,6,Low
ruby-1.8,2008-08-22 01:32:54.937,2008-08,11346.0,26.25,2.0,4,Low
gnupg,2008-09-02 15:58:49.947,2008-09,27940.38,12.62,4.62,8,Low
chess,2008-09-02 16:01:32.903,2008-09,17888.2,17.4,8.2,5,Low
windows-installer,2008-08-14 18:11:31.400,2009-03,13766.72,9.9,3.08,189,Low
automatic-properties,2008-08-12 23:06:58.767,2009-07,107467.24,202.59,7.59,17,Low
session,2008-08-06 18:44:06.857,2009-07,15008.32,10.0,3.64,331,Low
grails,2008-08-07 18:17:22.323,2009-06,5262.65,5.92,2.87,223,Low
include,2008-08-22 01:40:06.993,2009-06,31721.98,50.27,4.83,109,Low
c-preprocessor,2008-08-18 21:22:20.753,2008-09,40300.66,77.78,7.29,87,Low
resharper,2008-08-17 17:22:26.590,2008-09,5733.81,15.33,4.19,97,Low
ankhsvn,2008-08-17 17:22:26.590,2008-08,6968.19,9.95,4.29,21,Low
cocoa,2008-08-09 03:13:04.000,2009-07,8654.23,13.99,2.99,960,Low
