Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score,Tag Rank (Top 100),Tag Usage %
cocoa-touch,2008-08-14 09:51:06.207,2012-08,10813.62,13.19,3.09,1616,Low,69.0,0.1533
vba,2008-08-22 13:24:24.697,2012-07,18070.35,4.56,2.38,1609,Low,70.0,0.1527
sql-server-2005,2008-08-01 22:13:34.100,2009-07,22947.79,13.24,3.39,1572,Low,71.0,0.1491
sql-server-2008,2008-08-12 21:47:45.277,2012-07,16157.34,6.99,2.35,1568,Low,72.0,0.1488
t-sql,2008-08-05 18:15:47.727,2012-07,45082.22,25.76,3.87,1558,Low,73.0,0.1478
wordpress,2008-08-17 16:35:15.920,2012-07,3743.36,1.84,1.73,1542,Low,74.0,0.1463
visual-studio-2010,2008-08-26 14:22:42.713,2012-07,3940.35,3.25,1.71,1530,Low,75.0,0.1452
user-interface,2008-08-05 10:06:33.020,2012-07,8216.66,9.64,3.74,1529,Low,76.0,0.1451
node.js,2009-08-23 00:55:49.140,2012-07,11057.39,10.94,1.9,1516,Low,77.0,0.1438
spring,2008-09-11 18:43:19.940,2012-07,9707.99,5.56,2.09,1486,Low,78.0,0.141
internet-explorer,2008-08-02 12:12:02.363,2012-07,8463.21,5.48,2.73,1373,Low,79.0,0.1303
unit-testing,2008-08-02 21:34:24.223,2012-07,8402.67,16.32,4.35,1368,Low,80.0,0.1298
hibernate,2008-08-25 17:25:22.610,2012-07,7920.95,4.35,1.91,1367,Low,81.0,0.1297
matlab,2008-08-07 18:47:58.487,2012-07,6432.28,3.63,2.06,1329,Low,82.0,0.1261
nhibernate,2008-08-20 14:48:00.377,2009-07,3849.86,4.29,2.06,1316,Low,83.0,0.1249
debugging,2008-08-03 23:18:21.627,2012-07,13837.67,15.07,3.66,1314,Low,84.0,0.1247
winapi,2008-08-05 09:34:49.073,2012-08,7634.3,5.97,2.8,1305,Low,85.0,0.1238
ms-access,2008-08-08 12:30:48.633,2012-07,8912.51,2.7,2.68,1204,Low,86.0,0.1142
linq-to-sql,2008-08-05 05:54:34.697,2009-07,6034.4,6.41,2.6,1190,Low,87.0,0.1129
validation,2008-08-04 16:44:25.167,2012-07,13699.2,9.55,2.76,1184,Low,88.0,0.1123
.htaccess,2008-08-12 03:58:21.910,2012-07,5165.67,3.02,1.73,1167,Low,89.0,0.1107
parsing,2008-08-05 23:49:53.560,2012-07,14771.65,10.01,3.2,1160,Low,90.0,0.1101
authentication,2008-08-03 11:21:54.520,2012-07,7836.49,7.53,2.32,1146,Low,91.0,0.1087
language-agnostic,2008-08-01 05:21:22.257,2008-09,21118.63,49.7,9.12,1138,Low,92.0,0.108
scala,2008-09-10 13:15:29.083,2012-07,5742.99,12.22,2.26,1134,Low,93.0,0.1076
http,2008-08-02 12:56:58.590,2012-07,24688.6,33.25,2.91,1131,Low,94.0,0.1073
shell,2008-08-04 21:04:06.407,2012-07,35004.03,32.05,3.52,1128,Low,95.0,0.107
sqlite,2008-08-01 22:34:42.853,2012-07,10046.85,9.21,2.28,1124,Low,96.0,0.1066
oop,2008-08-01 16:10:30.337,2012-07,19250.11,31.94,5.12,1116,Low,97.0,0.1059
qt,2008-08-20 21:16:24.030,2012-07,5521.73,4.36,1.91,1098,Low,98.0,0.1042
vim,2008-08-18 10:08:09.447,2012-07,28647.77,50.77,4.31,1070,Low,99.0,0.1015
postgresql,2008-08-03 17:44:07.450,2012-08,22119.23,17.49,2.75,1070,Low,100.0,0.1015
c#,2008-07-31 21:42:52.667,2012-10,10589.98,9.01,2.74,96800,Low,1.0,5.7159
java,2008-08-01 16:08:52.353,2012-10,12286.06,9.27,2.66,80580,Low,2.0,4.7581
php,2008-08-01 12:50:18.587,2012-08,6133.34,3.79,2.36,70102,Low,3.0,4.1394
javascript,2008-08-03 21:42:37.903,2012-10,15567.21,13.32,2.53,67460,Low,4.0,3.9834
android,2008-08-26 15:30:38.367,2012-07,5034.31,4.1,1.77,48708,Low,5.0,2.8761
c++,2008-08-01 12:13:50.207,2012-10,10681.79,10.6,3.02,37668,Low,6.0,2.2242
python,2008-08-02 03:35:55.697,2012-10,26331.25,22.71,2.85,37368,Low,7.0,2.2065
jquery,2008-08-12 11:11:29.680,2012-08,7055.25,3.67,2.08,32038,Low,8.0,1.8918
iphone,2008-08-04 19:02:36.777,2012-07,3916.57,3.4,2.14,24106,Low,9.0,1.4234
html,2008-07-31 22:08:08.620,2012-08,14139.22,9.48,2.64,23256,Low,10.0,1.3732
asp.net,2008-08-01 19:23:13.117,2012-10,6098.84,4.15,2.45,21661,Low,11.0,1.279
sql,2008-08-01 12:35:56.917,2012-10,19692.18,10.96,3.02,20378,Low,12.0,1.2033
ios,2008-08-02 10:47:08.460,2012-10,4894.79,5.92,1.91,19540,Low,13.0,1.1538
ruby-on-rails,2008-08-02 12:56:58.590,2012-07,3487.19,4.43,1.93,19222,Low,14.0,1.135
mysql,2008-08-01 05:09:55.993,2012-10,10857.73,7.35,2.31,17236,Low,15.0,1.0178
.net,2008-08-01 00:59:11.177,2012-10,7516.71,8.27,2.92,16960,Low,16.0,1.0015
objective-c,2008-08-12 15:31:40.200,2012-08,3674.74,4.37,1.92,15521,Low,17.0,0.9165
css,2008-08-03 21:42:37.903,2012-10,12246.6,8.35,2.54,14462,Low,18.0,0.854
c,2008-08-01 23:27:24.993,2012-10,11469.22,8.55,3.08,14180,Low,19.0,0.8373
sql-server,2008-08-01 18:33:08.333,2012-10,17837.28,10.54,2.95,8545,Low,20.0,0.5046
asp.net-mvc,2008-08-06 21:43:33.923,2012-10,6561.24,6.29,2.23,8227,Low,21.0,0.4858
ruby,2008-08-01 13:38:27.133,2012-10,6344.81,8.92,2.34,7816,Low,22.0,0.4615
wpf,2008-08-11 01:34:34.773,2012-10,7554.23,6.58,2.08,7284,Low,23.0,0.4301
linux,2008-08-01 14:36:18.640,2012-10,20816.51,15.73,2.89,6604,Low,24.0,0.39
windows,2008-08-01 15:22:29.467,2012-10,21943.38,13.89,3.05,6324,Low,25.0,0.3734
database,2008-08-01 14:19:52.510,2012-08,11008.03,10.19,2.98,6048,Low,26.0,0.3571
vb.net,2008-08-01 12:43:11.503,2012-10,7359.46,3.79,2.25,6008,Low,27.0,0.3548
xml,2008-08-01 15:50:08.537,2012-07,7278.95,5.08,2.17,5819,Low,28.0,0.3436
ajax,2008-08-04 17:53:32.500,2012-10,6015.92,5.34,2.08,5686,Low,29.0,0.3357
r,2008-09-16 21:40:29.927,2012-10,12631.77,9.58,1.91,5538,Low,30.0,0.327
xcode,2008-08-08 04:25:11.630,2012-07,3489.28,3.56,1.84,5446,Low,31.0,0.3216
django,2008-08-21 19:41:57.870,2012-08,5638.65,6.37,1.94,5342,Low,32.0,0.3154
regex,2008-08-04 13:47:10.547,2012-08,14547.01,11.89,3.02,4981,Low,33.0,0.2941
git,2008-08-05 18:29:14.283,2012-08,48537.78,80.58,3.1,4624,Low,34.0,0.273
eclipse,2008-08-01 13:56:33.837,2012-07,8704.58,7.72,2.24,4208,Low,35.0,0.2485
perl,2008-08-06 02:53:13.033,2012-08,5958.26,5.4,2.91,4113,Low,36.0,0.2429
json,2008-08-14 23:13:32.493,2012-10,11369.95,12.25,2.1,4038,Low,37.0,0.2384
facebook,2008-08-21 21:38:43.190,2012-07,2409.19,1.55,1.33,3895,Low,38.0,0.23
algorithm,2008-08-01 18:42:19.343,2012-10,12717.2,17.33,4.2,3825,Low,39.0,0.2259
ruby-on-rails-3,2008-10-13 18:07:24.043,2012-08,2065.29,2.4,1.48,3783,Low,40.0,0.2234
excel,2008-08-05 16:47:28.873,2012-10,18538.67,4.84,2.23,3631,Low,41.0,0.2144
visual-studio,2008-08-03 14:53:53.550,2009-07,11418.69,15.59,3.41,3625,Low,42.0,0.2141
delphi,2008-08-12 12:10:14.663,2012-10,4888.73,4.47,2.66,3524,Low,43.0,0.2081
asp.net-mvc-3,2009-02-27 12:45:45.087,2012-07,3006.73,1.72,1.56,3471,Low,44.0,0.205
macos,2008-08-04 18:51:38.543,2012-08,10029.67,10.34,2.43,3344,Low,45.0,0.1975
wcf,2008-08-07 02:50:13.320,2012-10,5213.31,4.34,1.87,3240,Low,46.0,0.1913
actionscript-3,2008-08-05 16:09:12.570,2012-07,2168.93,1.22,1.78,3211,Low,47.0,0.1896
wordpress,2008-08-17 16:35:15.920,2012-10,3463.16,1.53,1.64,3115,Low,48.0,0.1839
performance,2008-08-01 05:21:22.257,2012-08,11661.77,24.06,3.62,3078,Low,49.0,0.1818
node.js,2009-08-23 00:55:49.140,2012-10,11769.09,11.09,1.96,3072,Low,50.0,0.1814
oracle,2008-08-02 01:52:54.653,2012-08,15984.97,5.33,2.47,3007,Low,51.0,0.1776
bash,2008-08-11 10:40:41.363,2012-10,32486.45,34.66,3.5,2957,Low,52.0,0.1746
apache,2008-08-05 21:45:11.033,2012-10,8669.14,5.04,1.9,2939,Low,53.0,0.1735
arrays,2008-08-01 12:30:57.630,2012-10,13994.84,8.69,2.63,2871,Low,54.0,0.1695
web-services,2008-08-01 04:59:33.643,2012-10,6776.81,4.57,2.14,2869,Low,55.0,0.1694
visual-studio-2010,2008-08-26 14:22:42.713,2012-07,3691.61,2.98,1.64,2843,Low,56.0,0.1679
string,2008-08-02 06:57:57.957,2012-10,26115.62,21.14,3.62,2829,Low,57.0,0.167
linq,2008-08-01 13:20:46.890,2012-07,8758.35,9.02,2.49,2806,Low,58.0,0.1657
winforms,2008-08-05 20:05:22.077,2012-09,10617.62,6.86,2.72,2790,Low,59.0,0.1647
apache-flex,2008-08-01 12:30:57.630,2009-07,2807.8,1.73,2.17,2770,Low,60.0,0.1636
svn,2008-08-01 14:41:24.277,2012-10,13497.28,15.05,3.76,2761,Low,61.0,0.163
forms,2008-08-02 19:51:50.250,2012-07,9074.34,7.59,2.27,2751,Low,62.0,0.1624
sql-server-2008,2008-08-12 21:47:45.277,2012-07,12427.74,5.19,2.18,2746,Low,63.0,0.1621
entity-framework,2008-08-14 00:24:43.320,2012-08,5410.13,5.36,1.84,2742,Low,64.0,0.1619
spring,2008-09-11 18:43:19.940,2012-10,7977.27,4.44,1.84,2738,Low,65.0,0.1617
image,2008-08-02 17:01:58.500,2012-10,9879.99,5.55,2.2,2736,Low,66.0,0.1616
matlab,2008-08-07 18:47:58.487,2012-10,5044.98,3.06,1.82,2713,Low,67.0,0.1602
vba,2008-08-22 13:24:24.697,2012-08,15854.83,3.71,2.13,2540,Low,68.0,0.15
sharepoint,2008-08-06 17:27:19.883,2009-07,5120.67,2.09,2.24,2391,Low,69.0,0.1412
multithreading,2008-08-04 07:30:01.727,2012-07,7993.39,10.94,2.86,2378,Low,70.0,0.1404
cocoa,2008-08-09 03:13:04.000,2012-07,4698.98,7.36,2.17,2340,Low,71.0,0.1382
security,2008-08-02 02:41:34.493,2012-07,7469.59,11.15,3.14,2290,Low,72.0,0.1352
scala,2008-09-10 13:15:29.083,2012-09,4467.05,9.33,2.08,2259,Low,73.0,0.1334
t-sql,2008-08-05 18:15:47.727,2012-10,33962.7,18.75,3.34,2252,Low,74.0,0.133
hibernate,2008-08-25 17:25:22.610,2012-07,6890.27,3.79,1.75,2237,Low,75.0,0.1321
flash,2008-08-04 05:35:52.240,2012-08,3489.26,1.88,2.13,2216,Low,76.0,0.1309
cocoa-touch,2008-08-14 09:51:06.207,2012-08,8839.16,10.57,2.78,2191,Low,77.0,0.1294
silverlight,2008-08-04 19:13:54.693,2012-08,2484.58,2.32,1.99,2163,Low,78.0,0.1277
.htaccess,2008-08-12 03:58:21.910,2012-10,3753.57,2.17,1.58,2123,Low,79.0,0.1254
user-interface,2008-08-05 10:06:33.020,2012-07,7080.52,7.82,3.22,2047,Low,80.0,0.1209
magento,2008-12-17 00:17:38.590,2012-07,3761.29,1.63,1.6,2040,Low,81.0,0.1205
visual-studio-2008,2008-08-05 16:18:18.853,2009-07,6414.26,5.79,2.98,2016,Low,82.0,0.119
internet-explorer,2008-08-02 12:12:02.363,2012-08,6761.37,4.31,2.38,1977,Low,83.0,0.1167
ipad,2008-12-10 05:42:32.163,2012-10,2513.24,2.35,1.7,1953,Low,84.0,0.1153
validation,2008-08-04 16:44:25.167,2012-09,10197.91,6.81,2.4,1905,Low,85.0,0.1125
qt,2008-08-20 21:16:24.030,2012-08,4732.18,3.67,1.71,1875,Low,86.0,0.1107
jquery-ui,2008-09-15 16:18:02.050,2012-10,6274.82,3.69,1.98,1854,Low,87.0,0.1095
sqlite,2008-08-01 22:34:42.853,2012-07,7326.45,6.48,2.03,1851,Low,88.0,0.1093
postgresql,2008-08-03 17:44:07.450,2012-10,20074.03,15.3,2.46,1843,Low,89.0,0.1088
unit-testing,2008-08-02 21:34:24.223,2012-10,7379.62,13.59,3.73,1837,Low,90.0,0.1085
sql-server-2005,2008-08-01 22:13:34.100,2009-07,20303.68,11.65,3.17,1831,Low,91.0,0.1081
mongodb,2008-09-08 20:16:16.717,2012-08,7170.73,6.2,1.81,1780,Low,92.0,0.1051
shell,2008-08-04 21:04:06.407,2012-07,26295.29,23.1,3.06,1777,Low,93.0,0.1049
debugging,2008-08-03 23:18:21.627,2012-10,11794.91,13.27,3.19,1764,Low,94.0,0.1042
authentication,2008-08-03 11:21:54.520,2012-10,6194.98,5.71,2.05,1753,Low,95.0,0.1035
winapi,2008-08-05 09:34:49.073,2012-10,6537.91,5.03,2.49,1738,Low,96.0,0.1026
google-app-engine,2008-08-30 13:20:02.740,2012-07,2247.26,3.29,1.84,1726,Low,97.0,0.1019
parsing,2008-08-05 23:49:53.560,2012-07,11533.96,7.58,2.76,1726,Low,98.0,0.1019
http,2008-08-02 12:56:58.590,2012-10,20233.63,24.87,2.5,1692,Low,99.0,0.0999
xaml,2008-08-28 14:24:15.157,2012-10,6808.89,6.63,1.97,1676,Low,100.0,0.099
c#,2008-07-31 21:42:52.667,2012-10,9173.09,7.61,2.54,126754,Low,1.0,5.4176
java,2008-08-01 16:08:52.353,2012-11,10371.38,7.47,2.48,113675,Low,2.0,4.8586
php,2008-08-01 12:50:18.587,2013-01,5317.42,3.12,2.23,99671,Low,3.0,4.2601
javascript,2008-08-03 21:42:37.903,2013-01,12763.1,10.49,2.36,96400,Low,4.0,4.1203
android,2008-08-26 15:30:38.367,2013-01,4708.32,3.75,1.74,73554,Low,5.0,3.1438
python,2008-08-02 03:35:55.697,2012-11,21904.84,18.27,2.61,52536,Low,6.0,2.2455
c++,2008-08-01 12:13:50.207,2012-11,8954.18,8.74,2.73,52302,Low,7.0,2.2355
jquery,2008-08-12 11:11:29.680,2013-01,5946.82,3.03,1.98,45890,Low,8.0,1.9614
html,2008-07-31 22:08:08.620,2013-01,12049.79,7.6,2.45,33215,Low,9.0,1.4197
iphone,2008-08-04 19:02:36.777,2012-07,3457.69,3.0,2.06,31280,Low,10.0,1.3369
ios,2008-08-02 10:47:08.460,2013-01,4140.21,4.8,1.82,29336,Low,11.0,1.2539
sql,2008-08-01 12:35:56.917,2012-11,16733.53,8.85,2.77,27597,Low,12.0,1.1795
ruby-on-rails,2008-08-02 12:56:58.590,2012-07,3146.36,3.91,1.83,26547,Low,13.0,1.1347
asp.net,2008-08-01 19:23:13.117,2012-10,5567.54,3.7,2.28,26358,Low,14.0,1.1266
mysql,2008-08-01 05:09:55.993,2013-01,9180.4,5.94,2.18,24582,Low,15.0,1.0507
objective-c,2008-08-12 15:31:40.200,2012-08,3173.19,3.71,1.86,21607,Low,16.0,0.9235
css,2008-08-03 21:42:37.903,2013-01,10529.84,6.88,2.38,20724,Low,17.0,0.8858
c,2008-08-01 23:27:24.993,2012-11,9691.72,6.92,2.82,20104,Low,18.0,0.8593
.net,2008-08-01 00:59:11.177,2012-10,7055.74,7.59,2.73,19643,Low,19.0,0.8396
ruby,2008-08-01 13:38:27.133,2013-01,5387.96,7.37,2.18,10984,Low,20.0,0.4695
asp.net-mvc,2008-08-06 21:43:33.923,2012-11,6060.09,5.51,2.09,10648,Low,21.0,0.4551
sql-server,2008-08-01 18:33:08.333,2012-10,15914.22,9.15,2.73,10444,Low,22.0,0.4464
wpf,2008-08-11 01:34:34.773,2013-01,6649.18,5.74,1.95,9130,Low,23.0,0.3902
linux,2008-08-01 14:36:18.640,2013-01,18116.28,13.25,2.64,9072,Low,24.0,0.3877
r,2008-09-16 21:40:29.927,2013-01,11368.19,8.55,1.88,8741,Low,25.0,0.3736
ajax,2008-08-04 17:53:32.500,2013-01,5205.92,4.21,1.96,8090,Low,26.0,0.3458
vb.net,2008-08-01 12:43:11.503,2012-11,6737.13,3.24,2.09,7957,Low,27.0,0.3401
windows,2008-08-01 15:22:29.467,2013-01,19075.32,12.01,2.76,7924,Low,28.0,0.3387
database,2008-08-01 14:19:52.510,2012-11,9493.14,8.4,2.7,7894,Low,29.0,0.3374
xml,2008-08-01 15:50:08.537,2012-07,6491.06,4.38,2.02,7622,Low,30.0,0.3258
xcode,2008-08-08 04:25:11.630,2012-11,3188.49,3.23,1.78,7585,Low,31.0,0.3242
django,2008-08-21 19:41:57.870,2012-08,4983.0,5.52,1.83,7313,Low,32.0,0.3126
regex,2008-08-04 13:47:10.547,2013-01,11976.35,9.53,2.8,6755,Low,33.0,0.2887
git,2008-08-05 18:29:14.283,2013-01,38013.3,60.96,2.81,6605,Low,34.0,0.2823
json,2008-08-14 23:13:32.493,2013-01,9553.44,9.2,1.99,5915,Low,35.0,0.2528
eclipse,2008-08-01 13:56:33.837,2012-07,7788.13,6.42,2.09,5791,Low,36.0,0.2475
ruby-on-rails-3,2008-10-13 18:07:24.043,2012-08,1999.21,2.23,1.46,5460,Low,37.0,0.2334
facebook,2008-08-21 21:38:43.190,2012-07,2317.97,1.53,1.29,5359,Low,38.0,0.2291
perl,2008-08-06 02:53:13.033,2012-08,5181.4,4.73,2.72,5211,Low,39.0,0.2227
excel,2008-08-05 16:47:28.873,2012-10,16117.48,3.99,2.05,5070,Low,40.0,0.2167
algorithm,2008-08-01 18:42:19.343,2012-10,10848.9,15.44,3.72,5030,Low,41.0,0.215
node.js,2009-08-23 00:55:49.140,2013-01,11140.28,10.24,1.91,4842,Low,42.0,0.207
wordpress,2008-08-17 16:35:15.920,2012-11,3250.85,1.47,1.59,4748,Low,43.0,0.2029
asp.net-mvc-3,2009-02-27 12:45:45.087,2012-07,2944.33,1.74,1.55,4487,Low,44.0,0.1918
delphi,2008-08-12 12:10:14.663,2012-10,4516.42,4.25,2.43,4463,Low,45.0,0.1908
macos,2008-08-04 18:51:38.543,2012-08,8839.11,8.97,2.24,4458,Low,46.0,0.1905
actionscript-3,2008-08-05 16:09:12.570,2012-11,1853.01,1.08,1.66,4446,Low,47.0,0.19
visual-studio,2008-08-03 14:53:53.550,2009-07,10827.3,14.34,3.17,4299,Low,48.0,0.1837
matlab,2008-08-07 18:47:58.487,2012-11,4614.07,2.75,1.73,4226,Low,49.0,0.1806
arrays,2008-08-01 12:30:57.630,2012-10,11495.72,6.96,2.47,4140,Low,50.0,0.1769
bash,2008-08-11 10:40:41.363,2012-11,27358.85,27.84,3.22,4127,Low,51.0,0.1764
wcf,2008-08-07 02:50:13.320,2012-10,4677.29,3.81,1.74,4059,Low,52.0,0.1735
oracle,2008-08-02 01:52:54.653,2012-11,14509.83,4.66,2.28,3985,Low,53.0,0.1703
visual-studio-2010,2008-08-26 14:22:42.713,2012-07,3586.96,2.83,1.62,3974,Low,54.0,0.1699
spring,2008-09-11 18:43:19.940,2012-10,7437.56,4.04,1.76,3961,Low,55.0,0.1693
performance,2008-08-01 05:21:22.257,2012-08,9970.68,19.85,3.25,3923,Low,56.0,0.1677
apache,2008-08-05 21:45:11.033,2012-10,7970.36,4.47,1.8,3881,Low,57.0,0.1659
entity-framework,2008-08-14 00:24:43.320,2013-01,4755.68,4.67,1.75,3875,Low,58.0,0.1656
string,2008-08-02 06:57:57.957,2012-11,21640.45,16.77,3.33,3871,Low,59.0,0.1655
sql-server-2008,2008-08-12 21:47:45.277,2012-07,11040.7,4.45,2.1,3854,Low,60.0,0.1647
forms,2008-08-02 19:51:50.250,2012-07,7684.5,5.95,2.14,3831,Low,61.0,0.1637
image,2008-08-02 17:01:58.500,2012-10,8349.06,4.58,2.05,3806,Low,62.0,0.1627
web-services,2008-08-01 04:59:33.643,2012-10,5980.41,3.91,1.97,3618,Low,63.0,0.1546
linq,2008-08-01 13:20:46.890,2012-07,7650.24,7.64,2.37,3567,Low,64.0,0.1525
vba,2008-08-22 13:24:24.697,2012-08,14059.37,3.17,1.98,3494,Low,65.0,0.1493
winforms,2008-08-05 20:05:22.077,2012-11,9485.67,6.03,2.54,3389,Low,66.0,0.1449
scala,2008-09-10 13:15:29.083,2012-09,3995.8,8.43,2.0,3301,Low,67.0,0.1411
svn,2008-08-01 14:41:24.277,2012-11,12001.47,13.23,3.44,3227,Low,68.0,0.1379
magento,2008-12-17 00:17:38.590,2012-11,3601.17,1.56,1.58,3127,Low,69.0,0.1337
apache-flex,2008-08-01 12:30:57.630,2009-07,2629.71,1.63,2.06,3096,Low,70.0,0.1323
hibernate,2008-08-25 17:25:22.610,2013-01,6322.55,3.45,1.67,3095,Low,71.0,0.1323
multithreading,2008-08-04 07:30:01.727,2012-07,6997.67,9.31,2.62,3048,Low,72.0,0.1303
.htaccess,2008-08-12 03:58:21.910,2012-10,3635.15,2.01,1.52,3000,Low,73.0,0.1282
cocoa,2008-08-09 03:13:04.000,2012-07,4018.97,6.35,2.04,2940,Low,74.0,0.1257
t-sql,2008-08-05 18:15:47.727,2012-10,28332.67,15.25,3.07,2917,Low,75.0,0.1247
security,2008-08-02 02:41:34.493,2012-07,6691.46,9.67,2.86,2824,Low,76.0,0.1207
cocoa-touch,2008-08-14 09:51:06.207,2012-08,7374.19,8.65,2.59,2822,Low,77.0,0.1206
sharepoint,2008-08-06 17:27:19.883,2009-07,4897.03,1.99,2.12,2717,Low,78.0,0.1161
ipad,2008-12-10 05:42:32.163,2012-10,2460.63,2.3,1.7,2715,Low,79.0,0.116
mongodb,2008-09-08 20:16:16.717,2013-01,6730.38,5.65,1.77,2699,Low,80.0,0.1154
qt,2008-08-20 21:16:24.030,2013-01,4444.11,3.42,1.63,2673,Low,81.0,0.1142
postgresql,2008-08-03 17:44:07.450,2013-01,17341.63,13.15,2.3,2649,Low,82.0,0.1132
jquery-ui,2008-09-15 16:18:02.050,2012-10,5321.87,3.17,1.85,2648,Low,83.0,0.1132
flash,2008-08-04 05:35:52.240,2012-08,3128.92,1.72,1.99,2646,Low,84.0,0.1131
sqlite,2008-08-01 22:34:42.853,2012-07,6147.88,5.28,1.9,2629,Low,85.0,0.1124
user-interface,2008-08-05 10:06:33.020,2012-11,6264.97,6.61,2.89,2609,Low,86.0,0.1115
silverlight,2008-08-04 19:13:54.693,2012-08,2270.82,2.11,1.87,2565,Low,87.0,0.1096
internet-explorer,2008-08-02 12:12:02.363,2012-08,5827.16,3.73,2.17,2548,Low,88.0,0.1089
validation,2008-08-04 16:44:25.167,2012-09,8520.43,5.64,2.22,2495,Low,89.0,0.1066
shell,2008-08-04 21:04:06.407,2012-07,21049.9,17.84,2.82,2487,Low,90.0,0.1063
haskell,2008-08-05 14:16:02.720,2012-10,2572.06,10.25,2.14,2409,Low,91.0,0.103
google-app-engine,2008-08-30 13:20:02.740,2012-07,1913.58,2.87,1.7,2394,Low,92.0,0.1023
xaml,2008-08-28 14:24:15.157,2012-11,5644.0,5.43,1.85,2372,Low,93.0,0.1014
codeigniter,2008-08-16 19:27:20.473,2013-01,4274.91,1.57,1.85,2341,Low,94.0,0.1001
authentication,2008-08-03 11:21:54.520,2012-10,5562.73,5.08,1.92,2340,Low,95.0,0.1
jsf,2008-08-13 00:49:17.360,2012-10,4812.15,2.39,1.37,2337,Low,96.0,0.0999
parsing,2008-08-05 23:49:53.560,2013-01,9561.15,6.18,2.51,2322,Low,97.0,0.0992
jsp,2008-08-15 23:07:03.400,2013-01,6447.71,2.35,1.8,2282,Low,98.0,0.0975
symfony,2012-06-07 01:23:19.973,2012-09,5040.45,3.68,1.64,2252,Low,99.0,0.0963
maven,2008-09-16 10:34:05.223,2012-11,8348.38,5.61,1.82,2251,Low,100.0,0.0962
c#,2008-07-31 21:42:52.667,2013-03,8322.44,6.67,2.41,157299,Low,1.0,5.2589
java,2008-08-01 16:08:52.353,2013-03,9334.22,6.43,2.36,147335,Low,2.0,4.9258
php,2008-08-01 12:50:18.587,2013-03,4854.14,2.71,2.15,129427,Low,3.0,4.3271
javascript,2008-08-03 21:42:37.903,2013-03,11103.46,8.81,2.25,126253,Low,4.0,4.221
android,2008-08-26 15:30:38.367,2013-01,4602.07,3.57,1.72,96304,Low,5.0,3.2197
python,2008-08-02 03:35:55.697,2013-03,19303.15,15.52,2.46,68537,Low,6.0,2.2914
c++,2008-08-01 12:13:50.207,2013-03,7938.1,7.54,2.56,67042,Low,7.0,2.2414
jquery,2008-08-12 11:11:29.680,2013-03,5408.08,2.67,1.94,59793,Low,8.0,1.999
html,2008-07-31 22:08:08.620,2013-03,10815.12,6.46,2.36,43481,Low,9.0,1.4537
ios,2008-08-02 10:47:08.460,2013-03,3775.84,4.25,1.79,39757,Low,10.0,1.3292
iphone,2008-08-04 19:02:36.777,2012-07,3221.21,2.8,2.01,37199,Low,11.0,1.2437
sql,2008-08-01 12:35:56.917,2013-03,14875.26,7.58,2.61,35011,Low,12.0,1.1705
ruby-on-rails,2008-08-02 12:56:58.590,2013-03,2963.7,3.57,1.77,33937,Low,13.0,1.1346
mysql,2008-08-01 05:09:55.993,2013-03,8341.61,5.17,2.1,31881,Low,14.0,1.0659
asp.net,2008-08-01 19:23:13.117,2013-03,5192.46,3.35,2.16,31174,Low,15.0,1.0422
css,2008-08-03 21:42:37.903,2013-03,9727.35,6.04,2.28,27354,Low,16.0,0.9145
objective-c,2008-08-12 15:31:40.200,2012-08,2916.88,3.33,1.83,26577,Low,17.0,0.8885
c,2008-08-01 23:27:24.993,2013-03,8649.45,5.92,2.65,26345,Low,18.0,0.8808
.net,2008-08-01 00:59:11.177,2012-10,6588.91,7.03,2.6,21974,Low,19.0,0.7346
ruby,2008-08-01 13:38:27.133,2013-03,4787.71,6.41,2.08,14156,Low,20.0,0.4733
asp.net-mvc,2008-08-06 21:43:33.923,2013-03,5709.04,4.96,1.99,13319,Low,21.0,0.4453
sql-server,2008-08-01 18:33:08.333,2013-03,14366.39,8.06,2.58,12507,Low,22.0,0.4181
r,2008-09-16 21:40:29.927,2013-03,10594.65,7.82,1.86,12451,Low,23.0,0.4163
linux,2008-08-01 14:36:18.640,2013-01,16799.97,11.81,2.48,11494,Low,24.0,0.3843
wpf,2008-08-11 01:34:34.773,2013-01,6172.45,5.22,1.87,10889,Low,25.0,0.364
ajax,2008-08-04 17:53:32.500,2013-03,4849.07,3.66,1.88,10426,Low,26.0,0.3486
vb.net,2008-08-01 12:43:11.503,2013-03,6194.88,2.79,1.98,10000,Low,27.0,0.3343
database,2008-08-01 14:19:52.510,2013-03,8508.23,7.29,2.53,9701,Low,28.0,0.3243
django,2008-08-21 19:41:57.870,2013-03,4703.92,5.09,1.77,9616,Low,29.0,0.3215
xml,2008-08-01 15:50:08.537,2012-07,5951.43,3.88,1.91,9439,Low,30.0,0.3156
windows,2008-08-01 15:22:29.467,2013-03,17456.44,10.8,2.59,9413,Low,31.0,0.3147
xcode,2008-08-08 04:25:11.630,2012-11,3221.32,3.13,1.75,9393,Low,32.0,0.314
git,2008-08-05 18:29:14.283,2013-03,32701.42,50.72,2.66,8531,Low,33.0,0.2852
regex,2008-08-04 13:47:10.547,2013-03,10564.41,8.11,2.66,8515,Low,34.0,0.2847
json,2008-08-14 23:13:32.493,2013-03,8597.07,7.58,1.91,8001,Low,35.0,0.2675
